volume_file,full_path,slice_idx,f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,0,-0.2599148,0.19430622,0.18250538,-0.15040955,0.14477587,0.21694103,0.23016825,-0.01796455,0.04317329,0.050486267,0.2627808,0.3557486,-0.11196387,-0.3175143,0.025607826,0.16712382,-0.3427717,-0.19766153,0.12869936,0.16078363,0.2657508,0.17651127,0.009018522,0.16916072,0.35170394,0.049296618,-0.16768642,0.018795418,-0.1570739,-0.1448005,-0.049274422,0.040183954,0.28291923,0.11221636,-0.32347327,0.1270715,-0.00063400064,-0.0530194,0.48100948,0.07203507,-0.042847812,0.5592392,0.112682104,0.33377725,0.21187326,0.13569078,-0.049050096,0.028611202,-0.09015779,0.046883605,0.057661917,-0.2769812,-0.24301696,0.3021127,-0.05136157,-0.31533244,0.18228209,0.2844764,0.034595214,-0.107090436,0.2819808,-0.114628956,0.07802783,0.073690064,-0.5471611,-0.06353004,0.083073765,-0.0068813413,0.08875511,-0.20503701,-0.22224592,-0.19293116,-0.14074025,-0.06790419,0.016732447,0.5307742,0.22052546,0.1066315,-0.4277365,0.25070935,0.11220514,0.15130493,-0.3005356,-0.2446144,-0.07979566,-0.044121504,-0.19988634,-0.19489692,-0.52400374,-0.009061774,0.01685241,0.059883118,0.14663675,-0.18498339,-0.31654143,-0.33920953,0.059484277,0.07688019,0.09393661,0.05428627,0.3466567,-0.19242197,-0.11192331,0.064726695,0.24716565,0.048217833,-0.0371248,-0.2318096,0.15364666,0.087960795,0.0545928,0.4016542,-0.046633452,-0.02577212,-0.28617394,0.21047942,0.18806975,-0.21096934,-0.018164314,0.022887208,-0.112414524,0.117400035,-0.19640785,0.17889962,0.42437667,0.13387938,0.24911745,-0.09588362
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,1,-0.29312783,0.18634637,0.18589365,-0.1897687,0.060726732,0.2600965,0.18522853,-0.019234492,0.048970208,-0.019927625,0.25804365,0.33277032,-0.04064692,-0.23328902,-0.049740404,0.11614424,-0.3139165,-0.15529108,0.14843799,0.113397405,0.14258735,0.13685414,-0.026372181,0.09627704,0.33523914,0.004035248,-0.19682273,0.098842144,-0.14825504,-0.13226233,-0.0070256977,0.14062975,0.32335305,0.08150778,-0.30666792,0.050624177,-0.05646225,-0.037787165,0.43772826,0.077683486,-0.028847814,0.56534326,0.112413704,0.27556515,0.1382497,0.13743857,-0.06704159,0.014975302,-0.017577313,0.0033888863,0.060519923,-0.2795309,-0.16154791,0.21832536,0.010109335,-0.26539594,0.14813308,0.28835806,0.037428662,-0.07095475,0.11191085,-0.0939517,-0.024725873,0.10830414,-0.5568541,-0.12755927,0.1345814,0.10011013,0.05586475,-0.114703685,-0.17883231,-0.1278843,-0.1497063,-0.021720847,-0.03736274,0.51653504,0.13984554,0.22780636,-0.3429273,0.20525452,0.046344068,0.15610182,-0.22820093,-0.27395284,-0.20632072,-0.020825192,-0.13066679,-0.20451798,-0.52457845,0.011914356,0.10258753,-0.020250136,0.07361792,-0.20929013,-0.26798832,-0.24597737,0.010545729,0.037534192,0.026381793,0.07748178,0.3306926,-0.1995654,-0.115861066,-0.019783497,0.27534667,0.030980159,-0.008208219,-0.2994979,0.16940084,0.083651885,0.11115002,0.4073783,-0.12312339,0.034661714,-0.2672305,0.16345839,0.033980615,-0.19727407,0.06709218,0.04928864,-0.14161676,0.06873937,-0.20092683,0.12849897,0.38259894,0.15257964,0.11020245,-0.013729613
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,2,-0.22556408,0.19762501,0.12643428,-0.24838114,0.03602836,0.29636058,0.1416479,0.019678969,0.058189243,-0.017518457,0.2927952,0.2655823,0.023830118,-0.28011373,-0.13931543,0.12483816,-0.16118808,-0.044583075,0.17948458,0.08262561,0.16066243,0.10764974,0.02701832,0.028218862,0.33047974,0.021862695,-0.15272343,0.068450496,-0.11178887,-0.026192881,0.014923572,0.2285271,0.3592383,0.040013462,-0.2598324,-0.062473327,-0.13411625,0.03805179,0.43228492,0.11037085,0.08164611,0.5282199,0.18807828,0.36329472,0.11232387,0.16329274,-0.09280312,0.0062901303,-0.04723051,0.05592516,0.07353288,-0.34790748,-0.07645228,0.15187743,-0.03728906,-0.1902164,0.010475045,0.35142803,0.027214084,-0.04768964,-0.09840602,-0.11126215,-0.1947636,0.19976205,-0.48717338,-0.20764555,0.13837051,0.110074386,0.08576742,-0.15478778,-0.12891221,-0.08256756,-0.16957039,-0.14458796,-0.11713012,0.4623818,0.11603013,0.3361363,-0.26677206,0.17338689,0.080924295,0.14755045,-0.15931885,-0.4009089,-0.23980185,-0.019310568,-0.18388826,-0.14630057,-0.5172261,-0.118948475,0.035895333,-0.06153796,0.06296804,-0.1528523,-0.1786073,-0.14014572,-0.054638904,-0.067458734,-0.098237365,0.23669922,0.34070107,-0.24621975,-0.017810024,-0.07359938,0.31033096,0.10364438,0.06564902,-0.43022764,0.21300627,0.06473994,0.14789376,0.3831695,-0.09198339,0.06337626,-0.2672864,0.18826097,-0.0534107,-0.09229136,0.14661282,0.12053676,-0.094103806,0.09235347,-0.16099176,0.16627017,0.37697527,0.16007893,0.03594876,0.05938645
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,3,0.030355366,0.25319162,0.120943636,-0.21429446,0.03358743,0.37380633,0.14047521,-0.004705623,0.27867815,-0.06219084,0.29259756,0.3393868,0.1414039,-0.36987385,-0.13127309,0.16448672,-0.1672166,0.110274866,0.12208584,0.0848999,0.106983915,0.078920975,0.010560326,-0.121024564,0.31651804,0.22291952,-0.24427027,0.07110813,-0.14342678,0.2043133,-0.070746765,0.11015702,0.35647953,-0.034658723,-0.22076799,-0.20532459,-0.2364213,0.042748943,0.4526139,0.110089615,0.09795433,0.42635962,0.3159198,0.412893,0.26543182,0.28004915,-0.056629974,0.080950044,-0.123786524,0.1609138,-0.010709645,-0.13283035,-0.028831713,0.027204387,0.14214084,-0.21679193,-0.10410255,0.31185195,0.040647667,-0.31695488,-0.18918465,0.005459535,-0.2479336,0.18513191,-0.41229823,-0.31013334,0.18865377,0.09984236,0.07667042,-0.11767998,0.09988743,-0.32463408,-0.056377925,-0.4405267,-0.15230629,0.5164201,-0.00298907,0.39583585,-0.120929845,0.20079397,0.2363896,0.2894861,-0.13939303,-0.46346572,-0.19004822,-0.018275708,-0.16150956,-0.18854435,-0.42827636,-0.014185743,-0.09731815,-0.22344482,0.052699503,0.03160222,-0.0055787414,0.039376892,-0.22681044,-0.0640402,-0.054725982,0.23693225,0.39283466,-0.30622754,0.011584105,-0.16578916,0.48117357,0.1678352,0.046601262,-0.5090063,0.2261731,-0.054823384,0.46723077,0.27042428,-0.18132709,0.15499428,-0.29171082,-0.047381043,0.12882073,0.06150163,0.21854648,0.5171922,0.15188974,0.06226965,-0.123605326,0.10938029,0.38061237,0.18125302,-0.03375274,0.17863353
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,4,0.17597349,0.2936385,0.18949139,-0.1991184,0.07537086,0.33256173,0.16383162,-0.034491017,0.21714875,-0.14435712,0.358546,0.24107799,0.16156296,-0.32185757,-0.1238209,0.1462194,-0.1770592,0.08463995,0.15657714,0.17276613,0.18050013,0.07228169,0.054412607,-0.18942232,0.3726899,0.13878699,-0.33755895,0.08434971,-0.10436316,0.28483686,-0.010214532,0.10938568,0.34274647,-0.09338072,-0.12174098,-0.14063495,-0.19654933,0.0202724,0.46272442,0.083257094,0.008718337,0.41094345,0.37290272,0.37721416,0.29844862,0.288041,-0.047090378,0.057891816,-0.09867129,0.19479921,-0.0223108,-0.09217647,0.020387502,-0.012668423,0.2611581,-0.31207758,-0.1331252,0.27171707,0.014370792,-0.2436854,-0.1968349,-0.0012386555,-0.25223458,0.036966477,-0.38501582,-0.3278568,0.17212766,-0.017278818,0.069434315,-0.17940268,0.09045068,-0.23608041,-0.07158255,-0.37537354,-0.17926337,0.5011921,-0.006428191,0.37113237,-0.006989211,0.30230877,0.24650446,0.3027208,-0.2607484,-0.4517737,-0.118435666,0.03514587,-0.07241018,-0.25278923,-0.40749687,-0.0041726436,-0.23773268,-0.19573827,0.08079737,0.08153027,0.056124114,0.07598996,-0.31600386,-0.09759271,-0.047486365,0.16190794,0.38356903,-0.3671946,0.047669552,-0.13217893,0.4712862,0.20804504,0.07688916,-0.4462852,0.2810441,-0.17555022,0.42381832,0.16635923,-0.117364466,0.17947342,-0.25476176,-0.12154286,0.11915245,0.026580373,0.31659943,0.6295099,0.18222645,0.026375867,-0.17319636,0.09389214,0.3215951,0.20998201,-0.035686627,0.21189703
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,5,-0.0041609574,0.24529263,0.22829606,-0.25911254,0.03673956,0.23856291,0.1815148,-0.008114535,-0.014973983,-0.082000926,0.4035433,0.16116422,0.092385,-0.1831044,-0.08856356,0.12739016,-0.27258378,-0.04863383,0.12931639,0.14884192,0.20304783,-0.020334149,0.052852575,0.054888655,0.3971686,0.070538126,-0.26558286,0.066313684,0.02911131,0.11970864,0.06737149,0.12923132,0.33354717,0.00731685,-0.0993789,0.00842711,-0.11098219,-0.011199344,0.36728558,0.0024713362,-0.071551874,0.40687278,0.3580313,0.38224435,0.29161313,0.118719555,-0.029811833,0.000230968,-0.23613438,0.1801549,-0.09064235,-0.13258424,0.06638768,0.13912171,0.20672512,-0.2793268,-0.017195549,0.2557437,-0.09098387,-0.07980891,-0.008632533,-0.012679515,-0.18768138,-0.013333395,-0.39828137,-0.22853719,0.116447285,-0.03946212,0.1563481,-0.14412087,0.06847522,-0.12197709,-0.03556193,-0.1954265,-0.18322867,0.44231468,0.02508372,0.26714662,-0.06850705,0.2881614,0.13825846,0.2659087,-0.37283632,-0.3076878,-0.11980065,0.05682017,-9.877607e-05,-0.21504682,-0.47285095,-0.05145338,-0.31213006,-0.04001251,-0.13778545,-0.04018039,-0.10926589,0.032278,-0.3355337,0.077088326,-0.018881584,0.07721071,0.34533486,-0.35607964,-0.007187238,-0.03369464,0.47143432,0.2110757,0.11865477,-0.379187,0.24126194,-0.17023394,0.2556529,0.19354175,-0.088935375,0.02897263,-0.1893726,-0.094973065,0.07904298,-0.1250277,0.27247065,0.5396521,0.039652772,-0.0077504506,-0.25278237,-0.10221129,0.32233372,0.22405636,-0.08743972,0.1924834
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,6,-0.20312008,0.24080075,0.24757312,-0.23122972,-0.08590652,0.1417922,0.1578902,0.15579623,-0.21172586,-0.0015650168,0.5143524,0.09633603,0.1482618,-0.11842427,-0.10953958,0.12760393,-0.3029676,-0.17820467,0.1346453,0.20657168,0.2551468,0.02842761,-0.01824213,0.099484965,0.38256773,-0.005496695,-0.22082476,0.024939945,0.03124182,-0.07983984,0.11270392,0.19110823,0.24895161,0.026273213,-0.070860684,0.16419016,-0.06719658,-0.03773657,0.33496064,-0.03123734,-0.038434226,0.50631475,0.32174343,0.2816298,0.2713628,0.07217034,-0.02656293,-0.0010815375,-0.20531379,0.094780706,-0.07803349,-0.19754183,0.073019974,0.016066905,0.1826725,-0.23137139,0.0061790477,0.14937425,-0.13867171,-0.045274444,0.09449153,-0.10386774,-0.18174027,-0.055171147,-0.46056053,-0.13324246,0.08089323,0.019050691,0.059472,-0.11919746,0.055483826,-0.06785843,-0.04508458,-0.1199082,-0.19926848,0.42676446,0.03610935,0.22788647,0.02537499,0.25903657,0.1834706,0.31750637,-0.39236054,-0.17152551,-0.27026778,0.06662901,0.038759742,-0.19878206,-0.5256829,-0.15545343,-0.23406589,0.027665291,-0.1787185,-0.106450684,-0.17488982,-0.11979583,-0.1835228,0.03354577,-0.03080759,-0.06565462,0.22967494,-0.40223816,-0.101799354,-0.022763304,0.45353258,0.19469696,0.13978724,-0.334552,0.27172595,-0.016877,0.066516005,0.22876231,-0.061814584,-0.028625589,-0.1851263,-0.10207045,0.07053931,-0.19293429,0.17276171,0.4075934,-0.13059014,0.00049921917,-0.26023293,-0.23187253,0.37733772,0.25280437,-0.103729576,0.10995568
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_0.npy,7,-0.22572196,0.2017396,0.2408319,-0.15272462,-0.017789252,0.12345347,0.1975553,0.14343278,-0.18599726,-0.0344875,0.49106604,0.10974104,0.13517499,-0.2861394,-0.122072935,0.106850356,-0.36851764,-0.22886541,0.17570196,0.2919264,0.29149932,0.14731151,-0.030576168,0.12694082,0.3702885,-0.010788754,-0.1855376,0.017047307,0.08611704,-0.15380785,0.15187052,0.16405895,0.18547234,-0.017896004,-0.14692353,0.23829629,-0.019275215,0.011540277,0.29585817,-0.052847832,0.0032894434,0.61659765,0.31623918,0.22896756,0.1962809,0.16262642,-0.035272356,0.06661494,-0.19163887,0.12586056,-0.09086653,-0.16874233,-0.026505679,-0.07848221,0.07447845,-0.15885557,-0.06988318,0.12709378,-0.15751457,-0.054531507,0.13906963,-0.12321674,-0.10836674,-0.11471156,-0.46821085,-0.18370317,0.067182735,-0.00097540114,-0.06437603,-0.064348355,-0.012408199,-0.050708856,-0.12676863,-0.11264972,-0.17727311,0.42128602,0.036810786,0.142469,-0.003300555,0.21401815,0.22451375,0.37624204,-0.42757344,-0.120936505,-0.34610432,0.1439219,0.018297225,-0.12471677,-0.4632466,-0.18939085,-0.2347368,0.031107148,-0.13677356,-0.1340139,-0.23744808,-0.18860352,-0.12020396,-0.003960874,0.053545065,-0.054003377,0.16662402,-0.40411168,-0.020157464,0.018728603,0.34005997,0.20048991,0.08733627,-0.2684164,0.21944577,-0.003302861,0.031579185,0.25137517,0.0009887367,-0.022703905,-0.23335746,-0.03384426,-0.0064645223,-0.23185554,0.13893586,0.3539239,-0.19026786,0.059847534,-0.31695136,-0.18108648,0.39492926,0.21377397,-0.064837545,0.043070167
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_1.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_1.npy,0,0.12414838,0.307847,0.1792114,-0.28793186,0.12117329,0.2686566,0.16990861,0.02501126,0.15053518,-0.21680388,0.3634464,0.10265329,0.2520174,-0.29857257,-0.13375968,0.13891591,-0.17903829,0.024033403,0.21067277,0.12639846,0.13301702,0.026068268,0.08926591,-0.22001795,0.3635495,0.1413291,-0.38917643,0.108901635,-0.12721139,0.3165541,0.06105309,0.113115765,0.29406068,-0.077539615,-0.09751591,-0.22721244,-0.19555397,0.02744009,0.45035547,0.03652156,0.017506097,0.33739477,0.37032452,0.39931786,0.33855107,0.24142009,0.028476221,0.14460418,-0.16228482,0.16989475,-0.06863016,-0.112903096,0.15289374,0.050977707,0.24799126,-0.26467127,-0.14707612,0.2263484,0.005304663,-0.23694184,-0.130662,-0.022998251,-0.19310425,-0.027586952,-0.34839132,-0.3093692,0.13989745,-0.07763471,0.049797215,-0.07851024,0.117666245,-0.15948293,-0.09661966,-0.42950785,-0.17468344,0.38388243,0.0003412948,0.31825262,0.06836986,0.30155373,0.12462108,0.19989671,-0.26340464,-0.49846494,-0.15485491,-0.0004303269,0.008376073,-0.26123193,-0.42270172,0.03444917,-0.30443043,-0.13986926,0.06891121,0.033803318,0.047835045,0.11943889,-0.3465056,-0.044259872,-0.040121168,0.23963034,0.29407895,-0.32168093,0.04072389,-0.18902776,0.3941233,0.21612176,0.12115729,-0.5688214,0.336591,-0.19110347,0.39654082,0.15192907,-0.034754895,0.1387944,-0.26634052,-0.028749833,0.18158585,0.06602068,0.34012532,0.6490529,0.15841772,0.060453743,-0.095152125,0.14785117,0.30222464,0.19799274,-0.008111089,0.1883544
mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_1.npy,/home/ripal/ilvr_files/gridimages2_npy_output_test/mask_ct1000_NBIADownloadDir_NLST_100005_01-02-1999-NLST-LSS-72969_2-0OPAGELS16B3702.514060.00.11.375-43455_1.npy,1,-0.031049365,0.24570289,0.22666788,-0.31375328,0.07588443,0.15427847,0.2332815,-0.0049840696,-0.073390834,-0.122138664,0.41593516,0.16632247,0.11448989,-0.22034343,-0.1070063,0.13226143,-0.27080846,-0.1031614,0.1465792,0.12446821,0.15900779,0.027214529,0.056396697,-0.033670787,0.3586434,0.047809474,-0.3058568,0.09507838,0.007983487,0.16974546,0.10382758,0.08687045,0.26677537,-0.0026701614,-0.06473091,-0.06345065,-0.11780834,0.008715926,0.36064667,-0.009266896,-0.03790242,0.35792744,0.35339957,0.35174775,0.35222578,0.10515901,-0.0009964518,0.057376154,-0.18200994,0.14242397,-0.09826865,-0.10835218,0.13771327,0.122165814,0.22507891,-0.22190242,-0.06455311,0.22214787,-0.13925664,-0.1822502,0.0034028105,-0.0012203625,-0.17103623,-0.069839,-0.3693891,-0.20783919,0.10820754,-0.078935705,0.10823099,-0.10237765,0.16582967,-0.09714629,-0.03917562,-0.18107952,-0.15451145,0.37855664,-0.031415608,0.27582157,-0.039560825,0.27045915,0.1015657,0.19316845,-0.37493882,-0.3076082,-0.2121349,0.031378817,0.076091856,-0.17986465,-0.48504087,-0.007037746,-0.3571644,-0.07445834,-0.15190998,-0.025260227,-0.03219132,0.04942213,-0.32527852,0.053502504,-0.01431044,0.13937609,0.2847047,-0.3458575,-0.03133456,-0.04237897,0.4699474,0.2227473,0.11831421,-0.4189999,0.28658202,-0.22597978,0.2604085,0.1962852,-0.029815346,0.002395384,-0.21539202,-0.10277777,0.1469547,-0.09437082,0.29367185,0.6084057,0.025892407,-0.036431447,-0.20931259,-0.051019274,0.3192702,0.21794869,-0.12746511,0.19114412
